inquiry_id,department,inquiry_type,channel,student_type,quarter,month,day_of_week,time_slot,staff_member,wait_time_min,service_time_min,resolution,escalated,callback_required,satisfaction_score
12824,Financial Aid,Scholarship Inquiry,Email,Undergraduate,Fall 2024,Oct,Friday,8-10 AM,Staff D,5.4,7.4,Escalated to Department,Yes,No,1.1
12825,Registrar,Transcript Request,Walk-In,Graduate,Summer 2025,Aug,Monday,10-12 PM,Staff F,13.3,10.1,Resolved on First Contact,No,No,4.1
12826,Admissions,Admission Decision,Walk-In,Prospective,Fall 2024,Oct,Monday,8-10 AM,Staff B,12.9,11.9,Resolved on First Contact,No,No,3.7
12827,Student Business Services,Refund Status,Phone,Prospective,Spring 2025,Apr,Tuesday,10-12 PM,Staff D,3.2,12.9,Resolved on First Contact,No,No,4.9
12828,Financial Aid,Loan Questions,Walk-In,Prospective,Fall 2024,Oct,Tuesday,10-12 PM,Staff A,17.9,17.4,Follow-Up Required,No,Yes,3.7
12829,Registrar,Enrollment Verification,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,2-4 PM,Staff H,12.2,2.0,Follow-Up Required,No,No,4.7
12830,Financial Aid,Award Letter,Phone,Graduate,Fall 2024,Oct,Friday,12-2 PM,Staff G,12.4,27.0,Resolved on First Contact,No,No,4.8
12831,Registrar,Add/Drop,Virtual Appointment,Undergraduate,Fall 2024,Oct,Friday,10-12 PM,Staff F,30.9,8.2,Resolved on First Contact,No,No,3.7
12832,Student Business Services,1098-T,Phone,Undergraduate,Winter 2025,Feb,Wednesday,12-2 PM,Staff C,9.7,9.2,Resolved on First Contact,No,No,3.5
12833,Financial Aid,Loan Questions,Email,Prospective,Spring 2025,Apr,Tuesday,8-10 AM,Staff F,8.2,18.7,Resolved on First Contact,No,No,4.6
12834,Financial Aid,Scholarship Inquiry,Walk-In,Prospective,Winter 2025,Jan,Wednesday,8-10 AM,Staff A,15.6,11.2,Referred to Another Office,No,No,3.6
12835,Registrar,Graduation Check,Email,Undergraduate,Summer 2025,Aug,Tuesday,12-2 PM,Staff B,4.1,9.0,Resolved on First Contact,No,No,4.4
12836,General Inquiry,General Question,Phone,Parent/Guardian,Fall 2024,Oct,Monday,12-2 PM,Staff D,18.6,6.2,Resolved on First Contact,No,No,3.4
12837,General Inquiry,Campus Resources,Email,Prospective,Winter 2025,Jan,Friday,12-2 PM,Staff F,6.8,6.5,Resolved on First Contact,No,No,4.4
12838,Financial Aid,Award Letter,Walk-In,Undergraduate,Winter 2025,Mar,Monday,10-12 PM,Staff C,14.6,15.5,Follow-Up Required,No,No,3.4
12839,Admissions,Application Status,Phone,Undergraduate,Summer 2025,Jul,Monday,12-2 PM,Staff H,2.8,8.2,Resolved on First Contact,No,No,4.3
12840,Registrar,Enrollment Verification,Phone,Parent/Guardian,Fall 2024,Nov,Wednesday,12-2 PM,Staff G,5.3,16.4,Resolved on First Contact,No,No,1.4
12841,Registrar,Graduation Check,Walk-In,Graduate,Winter 2025,Feb,Wednesday,2-4 PM,Staff A,6.1,19.1,Resolved on First Contact,No,No,4.3
12842,Admissions,Admission Decision,Walk-In,Undergraduate,Summer 2025,Aug,Monday,10-12 PM,Staff G,13.1,8.2,Resolved on First Contact,No,No,3.5
12843,General Inquiry,Hours/Location,Walk-In,Graduate,Fall 2024,Oct,Monday,12-2 PM,Staff G,12.2,12.7,Follow-Up Required,No,No,4.2
12844,General Inquiry,Hours/Location,Walk-In,Graduate,Summer 2025,Jul,Tuesday,12-2 PM,Staff C,7.6,5.4,Resolved on First Contact,No,No,4.4
12845,Student Business Services,Account Hold,Email,Undergraduate,Fall 2024,Oct,Thursday,2-4 PM,Staff H,11.2,11.5,Follow-Up Required,No,Yes,2.6
12846,Registrar,Add/Drop,Walk-In,Graduate,Spring 2025,Jun,Tuesday,10-12 PM,Staff E,5.2,16.1,Resolved on First Contact,No,No,4.2
12847,Admissions,Transfer Credits,Walk-In,Undergraduate,Summer 2025,Jul,Wednesday,10-12 PM,Staff A,7.3,12.6,Resolved on First Contact,No,No,4.5
12848,Financial Aid,Loan Questions,Email,Graduate,Spring 2025,Apr,Wednesday,10-12 PM,Staff E,3.3,10.2,Follow-Up Required,No,Yes,5.0
12849,Student Business Services,Tuition Payment,Walk-In,Parent/Guardian,Winter 2025,Mar,Friday,10-12 PM,Staff C,14.9,13.7,Resolved on First Contact,No,No,4.8
12850,Registrar,Add/Drop,Phone,Parent/Guardian,Fall 2024,Dec,Tuesday,10-12 PM,Staff D,10.3,9.6,Follow-Up Required,No,No,2.8
12851,Student Business Services,Payment Plan,Walk-In,Graduate,Summer 2025,Jul,Monday,8-10 AM,Staff D,20.5,13.9,Resolved on First Contact,No,No,5.0
12852,Financial Aid,Loan Questions,Virtual Appointment,Parent/Guardian,Winter 2025,Jan,Wednesday,12-2 PM,Staff D,6.3,13.7,Referred to Another Office,No,No,3.6
12853,Financial Aid,Loan Questions,Email,Prospective,Fall 2024,Dec,Thursday,10-12 PM,Staff G,6.8,13.9,Resolved on First Contact,No,No,4.1
12854,General Inquiry,Campus Resources,Email,Undergraduate,Spring 2025,Jun,Monday,8-10 AM,Staff E,0.3,2.0,Resolved on First Contact,No,No,5.0
12855,Financial Aid,FAFSA Status,Walk-In,Parent/Guardian,Winter 2025,Mar,Wednesday,10-12 PM,Staff G,29.2,3.1,Resolved on First Contact,No,No,3.4
12856,Registrar,Add/Drop,Email,Undergraduate,Fall 2024,Dec,Monday,8-10 AM,Staff D,9.6,13.3,Resolved on First Contact,No,No,4.2
12857,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Fall 2024,Nov,Monday,2-4 PM,Staff G,14.6,16.7,Follow-Up Required,No,Yes,2.5
12858,Financial Aid,Loan Questions,Walk-In,Graduate,Fall 2024,Dec,Wednesday,12-2 PM,Staff B,29.6,17.6,Resolved on First Contact,No,No,3.9
12859,Financial Aid,Work-Study,Walk-In,Undergraduate,Winter 2025,Mar,Tuesday,2-4 PM,Staff A,7.7,13.3,Referred to Another Office,No,No,3.7
12860,Financial Aid,Work-Study,Phone,Undergraduate,Spring 2025,Jun,Friday,10-12 PM,Staff A,3.2,14.8,Resolved on First Contact,No,No,4.3
12861,Admissions,Application Status,Phone,Prospective,Winter 2025,Mar,Wednesday,2-4 PM,Staff H,8.5,6.7,Resolved on First Contact,No,No,4.4
12862,Financial Aid,Loan Questions,Phone,Undergraduate,Spring 2025,Jun,Wednesday,10-12 PM,Staff G,12.3,22.9,Follow-Up Required,No,Yes,3.1
12863,General Inquiry,Department Referral,Walk-In,Parent/Guardian,Summer 2025,Aug,Tuesday,12-2 PM,Staff H,14.6,9.5,Escalated to Department,Yes,No,4.7
12864,Student Business Services,Tuition Payment,Walk-In,Undergraduate,Spring 2025,Apr,Wednesday,10-12 PM,Staff C,17.4,7.3,Resolved on First Contact,No,No,4.3
12865,Registrar,Graduation Check,Email,Parent/Guardian,Fall 2024,Sep,Monday,12-2 PM,Staff F,13.8,11.4,Referred to Another Office,No,No,3.2
12866,Student Business Services,1098-T,Walk-In,Undergraduate,Spring 2025,Jun,Friday,12-2 PM,Staff E,20.9,20.7,Referred to Another Office,No,No,2.3
12867,Registrar,Add/Drop,Email,Graduate,Winter 2025,Jan,Friday,10-12 PM,Staff A,9.4,7.1,Referred to Another Office,No,No,3.8
12868,Admissions,Transfer Credits,Walk-In,Undergraduate,Winter 2025,Mar,Monday,8-10 AM,Staff G,7.1,19.5,Escalated to Department,Yes,No,4.2
12869,Financial Aid,Award Letter,Email,Graduate,Spring 2025,May,Monday,12-2 PM,Staff E,6.2,14.5,Escalated to Department,Yes,No,3.8
12870,Registrar,Transcript Request,Phone,Undergraduate,Winter 2025,Jan,Monday,10-12 PM,Staff C,13.0,11.4,Follow-Up Required,No,Yes,5.0
12871,Admissions,Transfer Credits,Walk-In,Undergraduate,Summer 2025,Jul,Thursday,8-10 AM,Staff D,13.5,11.5,Escalated to Department,Yes,No,5.0
12872,General Inquiry,Hours/Location,Walk-In,Undergraduate,Fall 2024,Dec,Thursday,10-12 PM,Staff F,11.2,14.5,Resolved on First Contact,No,No,3.3
12873,Admissions,Admission Decision,Phone,Graduate,Spring 2025,May,Friday,10-12 PM,Staff C,0.3,17.4,Resolved on First Contact,No,No,3.4
12874,Registrar,Transcript Request,Email,Parent/Guardian,Fall 2024,Oct,Thursday,2-4 PM,Staff B,6.3,10.6,Follow-Up Required,No,No,3.2
12875,Admissions,Application Status,Walk-In,Undergraduate,Summer 2025,Aug,Wednesday,8-10 AM,Staff D,38.1,13.3,Referred to Another Office,No,No,4.0
12876,Registrar,Add/Drop,Walk-In,Graduate,Fall 2024,Dec,Wednesday,10-12 PM,Staff D,10.6,12.4,Resolved on First Contact,No,No,4.6
12877,Registrar,Transcript Request,Email,Prospective,Fall 2024,Sep,Thursday,2-4 PM,Staff D,12.0,11.5,Escalated to Department,Yes,No,4.3
12878,Financial Aid,Scholarship Inquiry,Phone,Undergraduate,Fall 2024,Sep,Wednesday,12-2 PM,Staff C,15.1,13.8,Resolved on First Contact,No,No,3.5
12879,Student Business Services,1098-T,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,10-12 PM,Staff B,21.9,7.5,Resolved on First Contact,No,No,2.5
12880,Financial Aid,FAFSA Status,Phone,Undergraduate,Fall 2024,Dec,Thursday,2-4 PM,Staff F,15.4,17.9,Resolved on First Contact,No,No,3.8
12881,Registrar,Enrollment Verification,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,10-12 PM,Staff E,24.2,6.9,Resolved on First Contact,No,No,4.4
12882,Admissions,Transfer Credits,Phone,Undergraduate,Winter 2025,Feb,Thursday,10-12 PM,Staff C,7.4,4.5,Referred to Another Office,No,No,3.9
12883,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Oct,Wednesday,2-4 PM,Staff A,25.0,25.1,Resolved on First Contact,No,No,4.9
12884,Financial Aid,Award Letter,Virtual Appointment,Undergraduate,Fall 2024,Oct,Thursday,2-4 PM,Staff A,6.5,2.0,Follow-Up Required,No,Yes,3.2
12885,Financial Aid,Award Letter,Phone,Prospective,Spring 2025,Jun,Thursday,10-12 PM,Staff C,4.5,20.1,Resolved on First Contact,No,No,5.0
12886,General Inquiry,Campus Resources,Phone,Prospective,Spring 2025,May,Wednesday,8-10 AM,Staff E,14.9,6.6,Referred to Another Office,No,No,3.3
12887,Registrar,Add/Drop,Phone,Prospective,Spring 2025,Jun,Thursday,10-12 PM,Staff A,3.2,8.0,Escalated to Department,Yes,No,4.4
12888,Registrar,Add/Drop,Virtual Appointment,Graduate,Spring 2025,Apr,Wednesday,8-10 AM,Staff E,16.4,14.2,Resolved on First Contact,No,No,4.9
12889,Admissions,Transfer Credits,Email,Undergraduate,Fall 2024,Sep,Tuesday,8-10 AM,Staff D,10.6,19.6,Resolved on First Contact,No,No,5.0
12890,Admissions,Application Status,Phone,Undergraduate,Fall 2024,Dec,Monday,10-12 PM,Staff C,7.6,15.5,Resolved on First Contact,No,No,3.2
12891,Registrar,Add/Drop,Email,Undergraduate,Fall 2024,Dec,Wednesday,2-4 PM,Staff D,7.0,2.9,Resolved on First Contact,No,No,5.0
12892,Student Business Services,Account Hold,Phone,Graduate,Spring 2025,Jun,Wednesday,2-4 PM,Staff A,6.3,14.8,Resolved on First Contact,No,No,4.7
12893,Admissions,Application Status,Phone,Parent/Guardian,Summer 2025,Aug,Friday,10-12 PM,Staff E,1.1,10.6,Referred to Another Office,No,No,4.1
12894,Student Business Services,Tuition Payment,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,12-2 PM,Staff D,5.3,4.6,Escalated to Department,Yes,No,3.4
12895,Financial Aid,Work-Study,Phone,Undergraduate,Fall 2024,Sep,Tuesday,8-10 AM,Staff A,25.2,17.3,Resolved on First Contact,No,No,3.8
12896,Admissions,Admission Decision,Walk-In,Graduate,Fall 2024,Dec,Monday,10-12 PM,Staff G,30.2,8.6,Referred to Another Office,No,No,3.4
12897,Registrar,Transcript Request,Virtual Appointment,Prospective,Fall 2024,Oct,Monday,8-10 AM,Staff B,4.6,15.7,Resolved on First Contact,No,No,3.3
12898,Financial Aid,Award Letter,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,12-2 PM,Staff D,11.4,15.5,Resolved on First Contact,No,No,4.5
12899,Registrar,Grade Change,Virtual Appointment,Undergraduate,Fall 2024,Nov,Tuesday,8-10 AM,Staff B,10.2,19.7,Follow-Up Required,No,Yes,3.9
12900,Financial Aid,Scholarship Inquiry,Phone,Prospective,Summer 2025,Jul,Wednesday,2-4 PM,Staff B,3.7,18.8,Resolved on First Contact,No,No,4.1
12901,Financial Aid,Work-Study,Phone,Undergraduate,Winter 2025,Jan,Thursday,12-2 PM,Staff F,9.7,18.1,Resolved on First Contact,No,No,4.3
12902,Admissions,Transfer Credits,Phone,Graduate,Summer 2025,Jul,Wednesday,10-12 PM,Staff H,4.9,21.8,Resolved on First Contact,No,No,5.0
12903,Financial Aid,Work-Study,Walk-In,Prospective,Spring 2025,May,Friday,8-10 AM,Staff A,10.4,18.5,Follow-Up Required,No,Yes,3.3
12904,Registrar,Add/Drop,Walk-In,Parent/Guardian,Spring 2025,May,Wednesday,12-2 PM,Staff C,16.3,20.2,Referred to Another Office,No,No,2.9
12905,Registrar,Enrollment Verification,Walk-In,Undergraduate,Spring 2025,Apr,Tuesday,2-4 PM,Staff E,11.0,6.3,Follow-Up Required,No,No,3.2
12906,Financial Aid,Award Letter,Phone,Undergraduate,Spring 2025,Jun,Friday,12-2 PM,Staff G,3.1,6.9,Follow-Up Required,No,No,2.4
12907,General Inquiry,Hours/Location,Walk-In,Undergraduate,Spring 2025,Jun,Friday,10-12 PM,Staff A,12.0,13.1,Resolved on First Contact,No,No,5.0
12908,Financial Aid,Award Letter,Email,Graduate,Spring 2025,May,Monday,12-2 PM,Staff F,8.2,19.0,Resolved on First Contact,No,No,3.6
12909,Registrar,Transcript Request,Walk-In,Graduate,Winter 2025,Feb,Monday,10-12 PM,Staff F,13.7,6.3,Escalated to Department,Yes,No,4.5
12910,Registrar,Graduation Check,Walk-In,Parent/Guardian,Summer 2025,Jul,Monday,2-4 PM,Staff G,12.7,9.8,Resolved on First Contact,No,No,3.3
12911,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Spring 2025,Apr,Tuesday,12-2 PM,Staff D,13.7,8.6,Resolved on First Contact,No,No,3.8
12912,Financial Aid,FAFSA Status,Virtual Appointment,Graduate,Spring 2025,May,Friday,12-2 PM,Staff E,3.0,16.8,Resolved on First Contact,No,No,4.7
12913,Student Business Services,1098-T,Email,Undergraduate,Summer 2025,Jul,Wednesday,10-12 PM,Staff F,4.7,10.9,Referred to Another Office,No,No,4.6
12914,General Inquiry,General Question,Walk-In,Undergraduate,Fall 2024,Nov,Tuesday,12-2 PM,Staff C,17.8,15.0,Resolved on First Contact,No,No,4.2
12915,Financial Aid,Work-Study,Phone,Undergraduate,Fall 2024,Nov,Friday,10-12 PM,Staff A,15.2,14.5,Referred to Another Office,No,No,2.6
12916,Student Business Services,Refund Status,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,8-10 AM,Staff C,12.6,13.7,Resolved on First Contact,No,No,4.3
12917,Student Business Services,Refund Status,Virtual Appointment,Prospective,Winter 2025,Feb,Tuesday,10-12 PM,Staff D,3.6,18.1,Follow-Up Required,No,Yes,5.0
12918,Admissions,Orientation,Phone,Undergraduate,Spring 2025,May,Friday,2-4 PM,Staff H,10.1,13.1,Resolved on First Contact,No,No,4.6
12919,Registrar,Grade Change,Walk-In,Undergraduate,Winter 2025,Feb,Friday,12-2 PM,Staff A,7.0,14.0,Escalated to Department,Yes,No,5.0
12920,Registrar,Enrollment Verification,Phone,Undergraduate,Winter 2025,Jan,Friday,8-10 AM,Staff D,3.1,16.3,Resolved on First Contact,No,No,4.7
12921,Registrar,Transcript Request,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,2-4 PM,Staff E,10.1,15.7,Resolved on First Contact,No,No,5.0
12922,Student Business Services,Account Hold,Virtual Appointment,Undergraduate,Fall 2024,Dec,Thursday,10-12 PM,Staff E,5.5,25.6,Resolved on First Contact,No,No,4.7
12923,Admissions,Orientation,Walk-In,Prospective,Spring 2025,May,Monday,10-12 PM,Staff H,8.8,14.2,Resolved on First Contact,No,No,3.8
12924,Financial Aid,Award Letter,Phone,Parent/Guardian,Spring 2025,May,Wednesday,10-12 PM,Staff C,2.8,19.2,Escalated to Department,Yes,No,3.8
12925,Registrar,Enrollment Verification,Walk-In,Undergraduate,Fall 2024,Oct,Friday,12-2 PM,Staff C,21.0,10.5,Escalated to Department,Yes,No,4.0
12926,General Inquiry,Complaint,Email,Prospective,Winter 2025,Jan,Tuesday,10-12 PM,Staff E,6.2,8.3,Escalated to Department,Yes,No,3.2
12927,Admissions,Residency,Email,Undergraduate,Winter 2025,Mar,Thursday,10-12 PM,Staff B,8.2,2.0,Resolved on First Contact,No,No,4.6
12928,General Inquiry,Campus Resources,Phone,Undergraduate,Fall 2024,Nov,Wednesday,12-2 PM,Staff E,13.0,8.9,Follow-Up Required,No,Yes,3.3
12929,Admissions,Orientation,Phone,Graduate,Fall 2024,Dec,Monday,10-12 PM,Staff G,8.9,17.6,Referred to Another Office,No,No,4.5
12930,Registrar,Grade Change,Email,Undergraduate,Summer 2025,Aug,Thursday,12-2 PM,Staff A,0.7,2.0,Escalated to Department,Yes,No,3.9
12931,Student Business Services,Payment Plan,Walk-In,Undergraduate,Winter 2025,Feb,Monday,8-10 AM,Staff G,14.6,22.0,Resolved on First Contact,No,No,5.0
12932,Student Business Services,Account Hold,Walk-In,Undergraduate,Fall 2024,Oct,Thursday,12-2 PM,Staff D,9.6,13.5,Follow-Up Required,No,Yes,4.8
12933,Financial Aid,FAFSA Status,Walk-In,Undergraduate,Fall 2024,Sep,Monday,12-2 PM,Staff E,12.8,12.5,Follow-Up Required,No,Yes,4.3
12934,Registrar,Add/Drop,Virtual Appointment,Undergraduate,Spring 2025,May,Friday,12-2 PM,Staff E,1.7,10.6,Resolved on First Contact,No,No,4.5
12935,Student Business Services,1098-T,Walk-In,Undergraduate,Spring 2025,Apr,Tuesday,10-12 PM,Staff H,7.6,18.0,Resolved on First Contact,No,No,4.2
12936,Financial Aid,Work-Study,Email,Undergraduate,Spring 2025,May,Tuesday,12-2 PM,Staff H,15.0,13.4,Resolved on First Contact,No,No,2.6
12937,Admissions,Transfer Credits,Phone,Graduate,Fall 2024,Oct,Monday,8-10 AM,Staff F,13.0,21.6,Referred to Another Office,No,No,4.1
12938,Student Business Services,Payment Plan,Walk-In,Undergraduate,Summer 2025,Jul,Friday,2-4 PM,Staff D,8.9,17.2,Resolved on First Contact,No,No,5.0
12939,General Inquiry,Campus Resources,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,8-10 AM,Staff F,35.8,14.6,Resolved on First Contact,No,No,2.9
12940,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Fall 2024,Sep,Thursday,8-10 AM,Staff D,14.2,19.7,Escalated to Department,Yes,No,3.4
12941,Financial Aid,Award Letter,Walk-In,Prospective,Winter 2025,Mar,Wednesday,12-2 PM,Staff G,12.5,17.7,Follow-Up Required,No,Yes,3.7
12942,Student Business Services,Payment Plan,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,12-2 PM,Staff A,23.0,13.8,Referred to Another Office,No,No,3.8
12943,Financial Aid,Work-Study,Walk-In,Prospective,Summer 2025,Jul,Monday,8-10 AM,Staff D,18.0,17.5,Resolved on First Contact,No,No,4.4
12944,Student Business Services,Tuition Payment,Email,Undergraduate,Summer 2025,Jul,Wednesday,2-4 PM,Staff C,0.8,12.1,Follow-Up Required,No,No,3.4
12945,Admissions,Orientation,Virtual Appointment,Parent/Guardian,Fall 2024,Dec,Tuesday,2-4 PM,Staff H,13.6,11.7,Resolved on First Contact,No,No,5.0
12946,Financial Aid,Loan Questions,Walk-In,Undergraduate,Summer 2025,Jul,Friday,12-2 PM,Staff E,7.4,23.3,Resolved on First Contact,No,No,3.0
12947,Registrar,Transcript Request,Walk-In,Undergraduate,Spring 2025,Apr,Thursday,10-12 PM,Staff H,8.5,17.8,Resolved on First Contact,No,No,3.8
12948,Registrar,Enrollment Verification,Walk-In,Undergraduate,Summer 2025,Aug,Tuesday,12-2 PM,Staff D,10.4,6.1,Follow-Up Required,No,Yes,2.7
12949,Registrar,Graduation Check,Phone,Graduate,Fall 2024,Sep,Monday,10-12 PM,Staff A,19.5,16.8,Follow-Up Required,No,No,4.1
12950,General Inquiry,Complaint,Email,Graduate,Winter 2025,Feb,Thursday,10-12 PM,Staff D,1.5,7.9,Resolved on First Contact,No,No,5.0
12951,Admissions,Orientation,Walk-In,Undergraduate,Fall 2024,Dec,Monday,2-4 PM,Staff E,9.9,10.5,Resolved on First Contact,No,No,4.2
12952,Student Business Services,Account Hold,Walk-In,Undergraduate,Spring 2025,Jun,Monday,2-4 PM,Staff B,6.3,18.5,Follow-Up Required,No,Yes,2.8
12953,Student Business Services,1098-T,Email,Graduate,Fall 2024,Nov,Monday,2-4 PM,Staff D,6.0,12.4,Resolved on First Contact,No,No,3.6
12954,Registrar,Grade Change,Phone,Parent/Guardian,Winter 2025,Feb,Wednesday,10-12 PM,Staff C,0.5,7.5,Resolved on First Contact,No,No,5.0
12955,General Inquiry,Department Referral,Walk-In,Parent/Guardian,Fall 2024,Sep,Thursday,10-12 PM,Staff H,32.9,16.0,Resolved on First Contact,No,No,3.8
12956,Student Business Services,1098-T,Phone,Graduate,Fall 2024,Sep,Tuesday,10-12 PM,Staff E,10.1,14.6,Resolved on First Contact,No,No,3.9
12957,Student Business Services,1098-T,Walk-In,Undergraduate,Spring 2025,Jun,Monday,10-12 PM,Staff A,6.6,19.0,Resolved on First Contact,No,No,3.7
12958,Admissions,Application Status,Walk-In,Undergraduate,Summer 2025,Jul,Wednesday,10-12 PM,Staff G,13.1,11.9,Follow-Up Required,No,Yes,3.7
12959,Financial Aid,Award Letter,Email,Prospective,Spring 2025,Jun,Thursday,10-12 PM,Staff G,12.4,17.0,Resolved on First Contact,No,No,4.8
12960,Admissions,Transfer Credits,Email,Prospective,Summer 2025,Aug,Tuesday,12-2 PM,Staff E,11.2,12.7,Escalated to Department,Yes,No,3.3
12961,Financial Aid,Work-Study,Walk-In,Parent/Guardian,Fall 2024,Nov,Monday,12-2 PM,Staff F,19.1,23.0,Follow-Up Required,No,Yes,4.1
12962,Registrar,Grade Change,Virtual Appointment,Graduate,Winter 2025,Jan,Friday,12-2 PM,Staff B,3.4,8.9,Resolved on First Contact,No,No,3.3
12963,Registrar,Add/Drop,Walk-In,Prospective,Winter 2025,Jan,Friday,2-4 PM,Staff A,20.2,21.1,Follow-Up Required,No,Yes,4.3
12964,General Inquiry,Complaint,Email,Prospective,Fall 2024,Sep,Friday,8-10 AM,Staff B,12.6,7.3,Resolved on First Contact,No,No,4.3
12965,Admissions,Application Status,Phone,Graduate,Winter 2025,Feb,Thursday,8-10 AM,Staff G,8.4,6.0,Follow-Up Required,No,Yes,3.0
12966,Student Business Services,Account Hold,Email,Prospective,Spring 2025,Jun,Monday,12-2 PM,Staff B,25.1,11.9,Escalated to Department,Yes,No,3.5
12967,Student Business Services,Refund Status,Virtual Appointment,Undergraduate,Winter 2025,Jan,Monday,10-12 PM,Staff C,16.3,14.1,Referred to Another Office,No,No,3.9
12968,Student Business Services,Tuition Payment,Walk-In,Graduate,Spring 2025,May,Tuesday,12-2 PM,Staff H,19.0,12.1,Referred to Another Office,No,No,2.9
12969,General Inquiry,Hours/Location,Virtual Appointment,Parent/Guardian,Winter 2025,Jan,Tuesday,8-10 AM,Staff G,4.6,12.3,Resolved on First Contact,No,No,4.5
12970,Registrar,Add/Drop,Email,Undergraduate,Fall 2024,Dec,Friday,10-12 PM,Staff D,9.2,11.8,Follow-Up Required,No,Yes,3.4
12971,Registrar,Add/Drop,Email,Graduate,Fall 2024,Nov,Thursday,12-2 PM,Staff C,27.9,9.7,Resolved on First Contact,No,No,2.9
12972,Financial Aid,Award Letter,Walk-In,Undergraduate,Winter 2025,Feb,Thursday,2-4 PM,Staff C,12.0,23.7,Escalated to Department,Yes,No,3.2
12973,Admissions,Application Status,Email,Prospective,Fall 2024,Dec,Monday,2-4 PM,Staff F,4.9,7.4,Resolved on First Contact,No,No,3.8
12974,Student Business Services,Tuition Payment,Email,Graduate,Fall 2024,Dec,Friday,10-12 PM,Staff C,14.5,13.1,Follow-Up Required,No,No,2.8
12975,Registrar,Grade Change,Walk-In,Parent/Guardian,Winter 2025,Mar,Friday,10-12 PM,Staff A,5.4,13.2,Resolved on First Contact,No,No,4.7
